Smh îRT @ENewsNow VIDEO : Kat Von D Engaged to Jesse James ? http://eonli.ne/b0b1Fe,"['Von', 'James', 'Jesse', 'Kat', 'Engaged']"
now what i do hate is for a man to think its okay to ask me for money @NITTIBEATZ #niggaplz,"['money', 'ask', 'hate', 'man', '#niggaplz']"
Half of small companies expect staff theft : survey http://ow.ly/2ZYns,"['small', 'expect', 'companies', 'staff', 'theft']"
Andrew McNulty passes to Connor Alberhasky for a 29 yard gain . City high on the 29 yard line,"['yard', 'passes', 'Andrew', 'McNulty', '29', 'Alberhasky', 'Connor']"
"âSuccess is not the key to happiness . Happiness is the key to success . If you love what you are doing , you will ... http://fb.me/LtIZ8S2N","['love', 'happiness', 'success', 'key']"
Purple and gold everything,['Purple']
@contraddiction did it really snow ? You can't blame that on me ... I didn't even do anything while I was in Utah .,"['snow', 'blame', 'Utah', 'really']"
RT @SeaShepherd : Massacre at the Cove - http://bit.ly/9kU2LT #seashepherd #thecove,"['#seashepherd', 'Cove', 'Massacre']"
RT @JAEMILLZ100 : @DreOnSum10 who you like den G,"['like', 'who']"
13 hour day . Fin .,"['13', 'hour', 'day']"
Ju5t woke up ........ got the blunt ready 2 b #FiredUp 5o you know it'5 #WakeNBake time !!,"['woke', 'ready', 'blunt', '#FiredUp', 'Ju5t', 'time', '#WakeNBake']"
@ohshititssam * wakes up to you ripping my clothes off and prepares myself for the rape *,"['rape', 'wakes', 'prepares', 'ripping', 'clothes']"
@MacTalian Good Morning Mikey Baby :D lol ! * hugs & kisses yeah cheek *,"['Morning', 'hugs', 'kisses', 'Baby', 'Good', 'Mikey']"
Tree down right across bridge . Must turn around .,"['Tree', 'right', 'bridge', 'turn']"
@paulscheer why were you fired,"['fired', '@paulscheer']"
Miami is only down by 6 . Let's see how this 4th quarter unfolds ...,"['Miami', 'quarter']"
@_TheRealYJ Fasho main . Stay up .,['Stay']
""" That's what we call yeah ... """,['call']
Benadryl put my ass put like goodnight !,"['ass', 'goodnight', 'Benadryl', 'put']"
"RT @grasmeyer : "" Because our software is worth the price I charge . "" Great perspective on the Mac App Store by @kevinhoctor http://bit.ly/ ...","['App', 'Great', 'charge', 'software', '@grasmeyer', 'price', 'Store', 'perspective', 'Mac', 'worth']"
@iGetReTaRdCheKz I vote girl !,"['girl', 'vote']"
RT @unjazmynlike : i spend more time at this table than in my own apartment .,"['own', 'spend', 'time', 'table', 'apartment']"
Years of pounding ... RT @iPEPPAH @iMekele you'll be okay . I didn't feel a thing,"['Years', '@iMekele', 'feel', 'pounding', 'thing']"
"Lamar Gonna get some tonite huh . he got a ring , and the win . So he might as well !!","['Lamar', 'ring', 'tonite', 'win']"
@ShellannaJ oo alright so basically its worth it ? fuck it ! how long did it last,"['last', 'fuck', 'worth']"
Some people are just unrealiable .,"['people', 'unrealiable']"
""" rolling ' with the homiessssssssss "" #clueless","['the', '#clueless']"
@top10seo Savvis Delivers Year-over-Year Revenue Growth of 13% and Adjusted EBITDA Growth of 17% for Thir ... http://bit.ly/baupGs #top10seo,"['Delivers', 'Year-over-Year', '13%', 'Growth', 'Savvis', 'Revenue', 'Thir']"
6 tips to save gas & 10 tips to keep the environment and your vehicle on the green side . http://fb.me/MVpc40mo,"['environment', 'side', 'green', 'save', 'gas', 'tips', 'vehicle']"
Happy birthday cuzzo @icee_MONROE,"['birthday', 'Happy', 'cuzzo']"
@jhurdles09 where the fuck you work at ?,"['work', 'fuck']"
@jojo_9030 I was legitimate about to before I saw the release date of Ss's new album . Hahaha,"['date', 'new', 'album', 'release', ""Ss's""]"
lmao ... s/o to the cool ass asian officer 4 #1 not running my license and #2 not taking dru boo to jail . Thank you God . #amen,"['boo', 'officer', 'dru', 'cool', 'asian', 'jail']"
The Halloween theme song makes me giggle .,"['song', 'giggle', 'theme', 'Halloween']"
I love starting my day off right,"['love', 'right', 'starting', 'day']"
â @StonieMONSTER : Now following @Dee_DeLaGhetto â lmao are you high ?,['high']
UN Votes Against U.S. Embargo on Cuba for 19th Year http://r.einnews.com/kdTqUB,"['Cuba', 'Embargo', 'U.S.', 'Year', 'Votes']"
Everytime i send a text message i said '' leggo '',"['leggo', 'text', 'message']"
Joe Stanganelli - C-Suiters Out of Touch With Social Media http://www.internetevolution.com/author.asp?section_id=1087,"['Social', 'Joe', 'C-Suiters', 'Stanganelli', 'Media', 'Touch']"
@missriahdavis right lol,"['@missriahdavis', 'lol', 'right']"
"5 Course Tasting Menu @ the Culinary Institute , evening of Donaudy Songs , + 2 musical options 2night in Jersey City . http://bit.ly/aoFyID","['Donaudy', 'Culinary', 'Tasting', 'City', 'Institute', 'Menu', 'Songs', 'Jersey', 'Course']"
"@KJFrederick K , so your sarcastic yes ? Seguins a FA . lol I can never tell tone online man .","['tone', 'tell', 'online', 'Seguins', 'sarcastic']"
What do you think of the New MySpace ? http://ht.ly/30hL9,"['New', 'MySpace']"
#NP Young Jeezy @YoungJeezy Ft Birdman @BIRDMAN5STAR & Bun B @BunBTrillOG - My Tool http://t.co/8yp42yR,"['Young', 'Bun', 'Jeezy', 'Birdman', 'Tool']"
RT @biyl : God Never Sleep ! always #prayforindonesia,"['Sleep', 'God', '#prayforindonesia']"
RT @StephenAtHome : George Soros wants to legalize pot . I guess he's so rich that he's completely run out of legal things to buy .,"['George', 'pot', 'buy', 'things', 'rich', 'legalize', 'Soros']"
@vicckiee Yea I saw that on my dashboard & was like whoa ! Yes I would give them all away to him .,"['@vicckiee', 'dashboard']"
"RT @lightakari : #Sexstrology Security and protection are more important to a Capricorn woman than passion , lavish gifts , or words of fla ...","['important', 'Capricorn', 'woman', '#Sexstrology', 'protection', 'Security']"
RT @HuffPostCollege : The Lowdown On Four Loko : 10 Reasons Not To Drink Liquid Crack ( as if you need them ) http://huff.to/aQ8vFr,"['Liquid', 'Loko', 'Lowdown', 'Reasons', 'Drink', 'Crack']"
@BennsWorld awwwwwwwwwwwwwwwwwwwww î,"['î\x90\x93', 'awwwwwwwwwwwwwwwwwwwww', '@BennsWorld']"
Sucks for miley !!! Her parents filed a divorce,"['Sucks', 'miley', 'divorce', 'parents']"
RT @joejonas : #prayforindonesia so sad,"['sad', '#prayforindonesia']"
@fuelevandown but why can't I be one I want ? Lol instead its a crap load of douches,"['crap', 'load', 'douches', 'want']"
Hey there pretty version of me . . . : http://yearbook.com/a/pe81j,"['pretty', 'version']"
Just entered the @ZAGGdaily 12 Weeks of Christmas . This week's prizes : 10 Nintendo Wiis - http://zagg.to/santa,"['Christmas', 'Nintendo', 'Wiis', 'prizes', 'entered', ""week's""]"
oh well- thank god for Suz right ^_^,"['Suz', 'right', 'god']"
Arranging a bunch of Animal Crossing music for clarinet and putting them on another part of the site . You'll have to search to find them .,"['site', 'search', 'music', 'Animal', 'find', 'Arranging', 'Crossing', 'clarinet']"
This 21st birthday is the worst birthday I have EVER had !!!!!,['birthday']
@David_Ealy lol ! Yep it's cold here,['cold']
@fiteraahR hy ! :),"['@fiteraahR', ':)']"
@agathagritte9 D3130,['D3130']
Going to the wedding planners at The Grand Floridian with @jamesmmnelson ! Eek !,"['Grand', 'Floridian', 'wedding', 'planners']"
She looks great ! RT @iNewYorker : OMG ! WHAT THE FUCK IS THAT --- > http://twitpic.com/30vx7s,"['looks', 'great', '>']"
RT @Justin_Boots : Want a Fool's Gold poster signed by Matthew McConaughey & new Justin Boots ? Tweet #justin50 to enter ! Rules here : http ...,"[""Fool's"", 'McConaughey', 'Boots', 'Matthew', 'signed', 'Justin', 'poster']"
Gutted : Hillary Duff lost a tooth . On her wedding day ! - http://newzfor.me/?9er3,"['Duff', 'Hillary', 'lost', 'wedding', 'day', 'tooth']"
"Paul Pierce's back hurts . So that means , he's gonna throw down a triple pump tomahawk dunk later in the 4th .","['dunk', 'hurts', 'throw', 'pump', 'Paul', ""Pierce's"", 'tomahawk']"
At three square to make backpacks for kids with #astdlv ! Woot !,"['square', '#astdlv', 'backpacks', 'make']"
Oh .. For those that are confused .. The rice absorbs the water from your phone .. like drys it out .. don't ask how or why just know it does lol,"['confused', 'phone', 'absorbs', 'rice', 'water']"
"@AriannyCeleste hi arianny- it's my birthday today , can I get a shout out ?","['birthday', 'shout']"
@Jay_Kartez where you at !,['@Jay_Kartez']
#shoutout to @Baby_thug2011 !!! #tfb #teamfollowback,"['to', '#teamfollowback', '#tfb']"
"@tennillemonique Girl , I can't tell you about my obsession on Twitter . I'll have to tell you later .","['tell', 'Twitter', 'obsession']"
Even we go for a reatreat we're still going to have fun . oh yes we are :),"['reatreat', 'fun']"
My baby's here ; hopefully he'll take care of me ; #sicktweet,"['take', ""baby's"", 'care']"
Subby Dubby Doo is too cute for life ommggggg <3 love,"['love', 'too', 'Dubby', 'cute']"
"S/O to @ wildboyclothing and all the artists , musicians , friends , family and community members who came out to #dosomethingwildvote","['artists', '#dosomethingwildvote', 'members', 'musicians', 'wildboyclothing', 'family', 'community', 'friends', 'who']"
@gchance seriously ? how ?,"['how', 'seriously']"
Girls this nigga right here #twitterafterdark http://bit.ly/aWIPZk,"['nigga', 'right', 'Girls']"
It's good to be responsible but I hate that I'm TOOO responsible . I'm on math tutorings and I don't even have a matt test tomorrow,"['test', 'tutorings', 'matt', 'tomorrow', 'hate', 'math', 'good']"
@_SoDamnGood_ why thank you .. :D you bastard .,['bastard']
@J_Cofield_TIC nobody lol : 0 ),"['lol', 'nobody']"
@MarciandreA good loc !,"['@MarciandreA', 'good']"
cnt wait to sleep,"['sleep', 'wait']"
RT @SharminUltra : #howcome the prettiest people do the ugliest things ?,"['@SharminUltra', 'things', 'ugliest', 'people']"
"You're inconsiderate , a bitch , nosy , and I don't have time for you .","['nosy', 'inconsiderate', 'time']"
everyone talking about the celtics & I'm sitting here lost . luckily I don't care much for basketball .,"['basketball', 'celtics', 'lost', 'talking', 'care']"
RT @boiypr : [ SDS ] !! favorite song new album @Lylatheband hehe *,"['song', 'new', 'album', 'favorite']"
Macdonalds are #cheapasses I ask for a lot of mcChicken sauce and they give me 2 what if I asked for little ill probably get a 1/2 of one !!,"['Macdonalds', '#cheapasses', 'mcChicken', 'sauce', 'little']"
You're welcome . THANK ME WHEN YOU WIPE YOUR ASSES Washington D.C. ASSHOLES SHIT DRIVING FUCKS ! (@ Costco Wholesale ) http://4sq.com/qPmNI,"['Costco', 'Wholesale', 'Washington', 'DRIVING']"
"wisely unsent gmail draft from just now had subject line : "" [ person's name ] crush affirmation "" and body : link to a tweet #smittenontwitter","['gmail', 'crush', 'subject', 'line', 'draft', 'unsent', 'affirmation']"
I favorited a YouTube video -- Bailey Brooks and Raylene at the xPeeps Smash Pictures p ... http://youtu.be/O5Yj3BzkgB4?a,"['Pictures', 'Brooks', 'xPeeps', 'Smash', 'Raylene', 'video', 'Bailey', 'YouTube']"
@masdumas Ping . Talk to me .,"['@masdumas', 'Talk']"
rt @QuitaBoo_ Since I'm out the loop with the GEMS * hair flips all around * lls << what do you mean out of the loop ? wachu talking about Willis ?,"['hair', 'Willis', 'mean', 'flips']"
#psd Data Entry CAPTCHA WORK with good rates by bipashasharma29 : We back with some captcha servers regular images ... http://bit.ly/apTkEK,"['some', 'Entry', 'images', 'servers', 'captcha', 'rates', 'Data', 'good']"
I hate the Heat . (:,"['Heat', 'hate']"
RT @MichelleWidjya : have a nice flight my beloved sister ce @rindaferonika :),"['flight', 'beloved', 'nice', 'sister']"
RT @UWSportsNews Men's Soccer Goal Highlight Video : Check out the newest video of some of the am ... http://bit.ly/bABShU http://bit.ly/kOY0X,"['Goal', 'Highlight', 'Soccer', 'video', 'newest', ""Men's""]"
Goodmorning @Princessnish @Clotta22 @T2Tay75 @Tab_28 @Princezzcutz @BeautyIsE @MissCoxNorris @SummerzGRT @AtsLady @SpaceTruckaR,['Goodmorning']
Ha this fu !! Shit . .,['Shit']
always #PrayForIndonesia,"['#PrayForIndonesia', 'always']"
@docevans23 lmao ! I couldn't resist ! Sorry ... lol,"['resist', 'Sorry']"
@Kandi_CoatdKRI you really was,"['was', '@Kandi_CoatdKRI', 'really']"
RT @BadASSQuin This fantasia bowl hair cut that supposed to be in style KILL IT !! #fail << PLZ !! lol,"['fantasia', 'hair', 'cut', 'lol', 'style', 'bowl']"
"Getting ready for Saturday night , have to start getting into character now ! http://www.wikihow.com/Be-a-Flapper-Girl","['character', 'ready', 'night', 'start', 'Saturday']"
My twitter is messed up !,"['messed', 'twitter']"
Beat Fable 3 with flying colors . Now to be a bit more extreme,"['Fable', 'Beat', 'colors', 'extreme']"
Being told you interview well is one of the best compliments .,"['compliments', 'told', 'well', 'interview']"
@PRETTY_iN_TiNK lol,['lol']
every things change ..,"['change', 'things']"
RT @KelliMonster : Sear's Christmas commercial ? What ? Can we have Halloween and Thanksgiving first please ?,"[""Sear's"", 'commercial', 'Christmas', 'please', 'Halloween', 'Thanksgiving']"
BRICK STRONG . RIP EVAN . <3,['<3']
Pissed,['Pissed']
Lets go Lakers,['Lakers']
@VEVELADY (((((((((((((((((((((((((((((((( : http://tinychat.com/keyscorner,"[':', 'http://tinychat.com/keyscorner']"
"@jcm089 http://bit.ly/9Dv5sQ OBTS http://bit.ly/d8RwDw short sequal to OBTS http://bit.ly/9jB60g Hit & Run , it's a Bella/Alistair . Very good","['Bella/Alistair', 'good']"
@OhAshleyMarieee ima jump in this :) toooo funny ! ha,"['funny', '@OhAshleyMarieee', 'jump']"
Lamar,['Lamar']
You are my sunshine,['sunshine']
@joehall which producer,"['@joehall', 'producer']"
RT @_LadyyQ #FreeQue,"['RT', '#FreeQue']"
WTF happened to #LimeWire ????,"['#LimeWire', 'to', '????']"
RT @philpringle : Fear not for I am with you says the Lord http://twitpic.com/31dlg9,"['Lord', 'Fear', 'says']"
"Leave it to obama to approve dadt . Honestly , I knew that he wasn't going to do as he led us to believe .","['obama', 'Leave', 'believe']"
RT @MARLONLWAYANS : Somebody tell sasha vulecic to finish his damn rosetta stone english cds,"['vulecic', 'cds', 'rosetta', 'english', 'finish', 'sasha', 'stone']"
Chicken Kitchen how is your food so good and all your employees so apathetic and rude . I will never get this .,"['rude', 'Kitchen', 'apathetic', 'Chicken', 'employees', 'good', 'food']"
Hey guys .. great job decorating the balconies ! Keep up the good work . Remember you have a few days left until we ... http://fb.me/D7jpnZv5,"['balconies', 'decorating', 'job', 'great']"
@kriStenALesE09 she ugly aha .,['ugly']
"Vintage Venesha 80% Angora Sweater , Sage Green , Size Small http://tinyurl.com/262adme at Bonanza .","['Sweater', 'Small', 'Bonanza', 'Size', 'Venesha', 'Sage', 'Angora', 'Green', 'Vintage']"
@ShowOut_Havy : â @ShowOut_Malc : Southside they outside . On they knees with they mouth wideâ ( / gzz must be drunk for saying that shit realrap,"['with', 'mouth', 'knees', 'Southside']"
i'm so hungry,['hungry']
RT @ChelseaxMaraj : When I die hope I live in the sky .,"['sky', 'die', 'hope', '@ChelseaxMaraj', 'live']"
Who got a scantron and your around PAB ???,"['scantron', 'a']"
@jenjen_tx lol good ! nothing wrong with that :),"['good', 'wrong']"
It Gets Better ... Chief Chick Chatter http://t.co/tl2HeqU,"['Chief', 'Chick', 'Chatter']"
SECRET ADMIRER ! :D,[':D']
"It's snowy in SLC , but still warm + sunny down southâThe Inn at Entrada offers ceremonies with red rock views : http://bit.ly/9IqEM8 #WiW #WW","['#WW', 'Entrada', 'rock', 'with', 'warm', 'sunny', 'snowy']"
RT @lilduval : Got damn Janet Jackson got a fat ass . Is it real ? Nevermind I don't care if it ain't,"['ass', 'damn', 'Janet', 'fat', 'Jackson', 'real']"
@GreenEyezzzzz TJ thanks now I have that song in my head and visions of my 80s younger self dancing to that,"['song', 'head', 'dancing', 'younger', 'visions', '80s']"
Brb . Gotta take some more things off mii phone ...,"['phone', 'things']"
i aint worried about you -- i know you're strong,"['strong', 'worried']"
@kristenmchugh22 @nerdsinbabeland I'm actually a HUGE Harley Quinn fan . She's my favorite Gotham gal,"['fan', 'Gotham', 'gal', 'Quinn', 'favorite']"
Then Brooks .,['Brooks']
@IHeartNicole Smells like body odor ! And the second floor smells like pee lol,"['pee', 'smells', 'like', 'odor', 'body', 'floor', 'second']"
@kemishamonae lmao,"['@kemishamonae', 'lmao']"
"RT @56forfreedom : If #JuanWilliams had said that white Christians in hunting camouflage made him nervous , he'd still be working for @NPR ...","['Christians', '#JuanWilliams', 'white', 'nervous', 'working', 'camouflage', 'hunting']"
Today . Please be over soon . Thanks .,"['Thanks', 'Please']"
Change in direction . New goal : Reach Friday Alive . Caffeine : Off . Sleep : On,"['New', 'Reach', 'goal', 'Friday', 'Alive', 'Change', 'Caffeine', 'direction']"
RT @lilduval A waitress in the strip club ain't nothing but a stripper with a apron <- Ha ! @MayaKisseZ,"['strip', 'waitress', 'club', 'apron', 'stripper']"
"Kanye West's "" Runaway "" Movie is on VH1 right Now , its good !... FACT !","['Movie', 'Kanye', 'good', 'VH1']"
Fake weak music makers irritate my ear,"['music', 'Fake', 'makers', 'irritate', 'ear', 'weak']"
@Yo2PrettySWEET lol i guesssss,"['i', 'guesssss']"
Anyone want to video chat ? Join my chatroom with 20 other people http://tinychat.com/THEJOKers,"['chat', 'Join', 'chatroom', 'video', 'people']"
@t_ripley good afternoon smoking aces,"['afternoon', 'smoking', 'good']"
"Just saying "" Stop it 5 "" to @BrittanyDasani off #GP #stopit5","['Stop', '@BrittanyDasani', 'saying', '#stopit5']"
Arabian's timey . Whfft I wish I born to be an arabian . Like @fardeyl LOLOLOLOL : 3,"[""Arabian's"", 'born', 'timey', '@fardeyl', 'arabian']"
Columbus ' airport has gatekeeper-free wifi & tons of electric outlets . Cincinnati's charges for both . Surprised they don't have pay toilets .,"['wifi', 'charges', 'electric', ""Cincinnati's"", 'outlets', 'gatekeeper-free']"
@woogis Move down here . It's doing absolutely nothing . We barely got rain .,['rain']
Obama Drops ' Creator ' From Declaration Again http://t.co/wHyEWm1 via @AddThis #antichristian #endtimes #fb,"['Obama', '#endtimes', 'Declaration', 'Creator']"
im hot as hell ... wooo,"['hot', 'hell']"
( SAN FRANCISCO ) Departure of PERALTA at 17:27,"['at', 'Departure']"
"@blakemcgrath Dude your "" Relax "" video kicked Rihanna's "" Disturbia "" right in the teeth .","['Relax', 'Disturbia', 'teeth', ""Rihanna's"", 'video', 'right']"
RT @DamnItsTrue : Sometimes the person I want most is the person I'm better off without . #DamnItsTrue,['person']
@WhiteHouse @PressSec Keep using your illogical car in ditch . It shows how scared you are to talk about your Marxist policies,"['ditch', 'policies', 'Marxist', 'car', '@WhiteHouse', 'scared', 'illogical']"
Ok .. Let's shut this down ! #celtics . Enough is enough .,"['shut', 'enough', '#celtics']"
a girl from last night txted me 2day wondering where her keys were . it took me 2 replies on my part until i realized i didn't want 2 talk 2 her,"['txted', 'keys', 'girl']"
"Hopin my wristbands , business cards , and stickers come in #tomorrow #BuzzNtheBurgh","['cards', 'business', 'Hopin', 'wristbands', 'stickers']"
"Yea , no fun . I'm making the boyfriend clean it up when he gets home lol RT @GinnyKaroub : @TuSalsera I agree , Ewww , YUK ! :) http://myloc.me/dxMh7","['making', 'boyfriend', 'clean']"
I wouldn't say I'm annoyed . . . but I do feel rather inconvenienced and weird-ed out by the idea .,"['feel', 'annoyed', 'inconvenienced', 'weird-ed']"
#listen #canada #1 : Speak Now ( Deluxe CD+DVD ): Speak Now ( Deluxe CD+DVD ) Taylor Swift ( Performer ) | Format : Audio ... http://bit.ly/dkWm38,"['Speak', 'Taylor', 'Swift']"
@IamDjLEGiT Omg don't start with me .,['start']
The u.s. commodity futures regulator is looking into claims by a trader in london that morgan chase was involved ... http://bit.ly/d3vGzb,"['commodity', 'u.s.', 'london', 'morgan', 'claims', 'trader', 'regulator', 'futures']"
#teamhorny,['#teamhorny']
RT @notacrumb : @rsvpweddingdiva see you there ! Getting ready too !,"['see', 'ready']"
"Intel Backs Three Startups From The Middle East : Nymgo , Jeeran , ShooFeeTV : Intelâs investment arm , Intel Capital ,... http://bit.ly/bMuuQi","['Jeeran', 'Startups', 'ShooFeeTV', 'investment', 'Nymgo', 'East', 'arm', 'Intel', 'Middle']"
"thanks to @ComediaaGoGo check out http://www.youtube.com/watch?v=IKqYXxl_0Rk "" Slumber Sleepover Lan Party Massacre "" trailer","['trailer', 'Party', 'Sleepover', 'Lan', 'Slumber', 'check', 'Massacre']"
@SmashHansen I don't dislike Frank's Superman . I'm just tired of it .,"['Superman', 'tired', ""Frank's""]"
Yup about 35 deep RT @SpoodyQue So I heard #OP will be deep on the yard ! That's what I like to here ! Make sure ( continued ) http://tl.gd/6mdj5q,"['deep', 'yard', '@SpoodyQue']"
@tommcfly Let's say Darth Vader was still alive and all the Ewoks were prisoners ( not to mention all McFly fans ) ... How would you save them ??,"['Ewoks', 'alive', 'Darth', 'save', 'prisoners', 'Vader']"
#uzeeeit RT @EarllyMac Why would i want to put a location on my tweets ?,"['location', 'tweets']"
@NICKIMINAJ FOlloW Me Nicki !!!!!!,"['Nicki', 'FOlloW']"
"@naddycat Ahh , that's right . . . You're not a fan of the soft sciences . You got this . Don't stress . Get some sleep and eat before your exam .","['sciences', 'sleep', 'exam', 'stress', 'fan', 'eat', 'right', 'soft']"
1895 O VF20 ANACS SILVER Morgan Dollar NEW ORLEANS COIN : US $ 465.00 ( 0 Bid ) End Date : Tuesdayâ¦ http://bit.ly/kKth4,"['Morgan', 'Tuesdayâ\x80¦', '1895', 'Dollar', ':', 'Bid', 'Date']"
HATER ALERT HATER ALERT ------> @abddigani get off the lakers tip #plznthanku (^_^),['lakers']
@Mr_DaiN who's the game ??,['game']
@CapreeK Actually has little to do with time . Most are happy floating orders needing to be done that day and spread out so I can see . :),"['happy', 'orders', 'time', 'little', 'spread']"
Shannon better start claiming chris as his little brother,"['chris', 'Shannon', 'brother', 'little']"
Im original officially the most original If i wasn't so original then it'd be criminal,"['original', 'criminal']"
Finally !!! The media actually released some VALID information about real estate ! http://fb.me/LHVUc80W,"['estate', 'information', 'real', 'media', 'released', 'Finally']"
"@stetted Can you get one at Starbucks ? If so , I'm getting one on my way home !","['Starbucks', 'home']"
A touch of sophistication in the garnish : 18/8 Stainless Steel Chocolate Shaver/Truffle Slicer : http://tinyurl.com/2cdyk9o #gadget #baking,"['the', 'Slicer', 'sophistication', 'Chocolate', 'garnish', 'touch', 'Stainless']"
Surely our Messiah will make all things new !,"['things', 'Messiah', 'make']"
"Demi Lovato got a voice on her . Miley Cirus , eat your confused heart out .","['voice', 'confused', 'eat', 'Lovato', 'Miley', 'Cirus', 'Demi', 'heart']"
lakers about to play very soon !! letsgo !!,"['play', 'lakers', 'soon']"
@trent_wierd_azz whats good brother,"['good', 'brother']"
RT @mwbuckingham : The most impressive quality to display in a meeting is .... curiosity . #strengths,"['#strengths', 'curiosity', 'display', 'impressive', 'meeting', 'quality']"
@sexxystarr1009 ha you need sushi :),"['need', 'sushi']"
@NickKaz why does twitter say you're in texas ? are you in texas ?,"['twitter', 'texas']"
@m2jr Try Metro . LOL .,"['Metro', 'Try']"
5 . The Mayonnaise on a Hot and SPicy,"['Mayonnaise', 'SPicy', 'Hot']"
"@TeamKeri_NC lmao im playing with your brother ! i was gon be like "" did your mom really talk to her ? "" ROTF","['playing', 'mom', 'talk', 'really']"
I got a hole in my head ...,"['head', 'hole']"
LMMFFO #youreaninnovator RT @CupTheseCakes @MisterSykhotic how to keep a dummy busy ... #RTthis,"['busy', 'keep', '#youreaninnovator']"
There should be a show about former celebs ... in a race ... to design clothes ... on an island ... and the loser gets fired ... by Chef Ramsay,"['race', 'island', 'Chef', 'design', 'show', 'Ramsay', 'celebs', 'former', 'clothes']"
Got an hour sleep . Tired as hell . Stuck in the only McDs drive through for 30 miles ... fml .,"['sleep', 'McDs', 'Tired', 'hell']"
RT @ucsantabarbara : Tonight's memorial for Lucas Ransom starts at 8:00 p.m. and is being held at the open space at the corner of Del Pla ...,"['corner', 'Lucas', 'Ransom', 'memorial', 'space', 'open']"
Houllier warns young stars against marriage http://bit.ly/cB79Vq,"['young', 'marriage', 'Houllier']"
@thegirlEs that's true . I'm really gonna make an effort next week lol,"['next', 'week', '@thegirlEs', 'true', 'effort']"
i want to go on stage with selena ( #SelenaGomez live at http://ustre.am/1c92 ),"['selena', 'stage', 'go']"
He Neva Tells NO .... i HiT it & theN i GO,"['GO', 'it', 'Tells']"
